idTransaccion,nombre_origen,nombre_destino,fecha,importe
450,Lois Leon,Jerome Oneal,2022-11-25,36805.01
451,Yael Sandoval,Armando Harrison,2023-04-13,85182.1
452,Melanie Riley,Carl Townsend,2023-07-11,66136.46
453,Clio Curtis,Sigourney Greer,2024-04-16,92414.75
454,Lila Booth,Sonya Tran,2023-12-03,81717.11
455,Ursula Morales,Claudia Hardin,2023-09-26,49935.16
456,Orlando Patterson,Alana Gilbert,2023-10-03,80349.26
457,Daria Owen,Harper Ellis,2022-07-11,87907.18
458,Paloma Landry,Brent Whitfield,2023-06-23,23576.08
459,Devin Hyde,Quinlan Houston,2023-03-10,79643.47
460,Vaughan Bradshaw,Jamalia Mccall,2023-02-17,65477.92
461,Rashad Benson,Jared Noel,2024-02-07,71678.98
462,Reese Alexander,Shaeleigh Mckenzie,2023-12-23,97056.72
463,Jermaine Burns,Charde Levine,2023-08-17,33156.96
464,Avram Hendricks,Aspen Ball,2024-02-19,36252.02
465,Tashya Lyons,Tasha Mayo,2023-10-02,20195.82
466,Isaac Ward,Damian Valencia,2023-06-27,32167.62
467,Alden Flores,Minerva Durham,2023-10-26,69482.31
468,Carson Ochoa,Abraham Whitehead,2023-12-23,72177.93
469,Jonah Chandler,Ira Thomas,2022-12-15,45279.02
470,Ava Blair,Curran Burt,2023-12-01,84113.89
471,Tarik Long,Michelle Dickson,2022-08-20,3788.27
472,Jeremy Flores,Byron Wells,2023-10-16,11846.19
473,Akeem Macias,Keegan Mathews,2023-06-02,82005.63
474,Veronica Santiago,Sade Moses,2023-12-18,39562.27
475,Sara Mcknight,Benjamin Solis,2023-09-19,2407.11
476,Candace Morrison,Cherokee Rocha,2022-10-11,82884.52
477,Irene Barnett,Channing Smith,2023-06-05,3818.56
478,Laith Hoover,Shannon Bowers,2023-12-02,16825.73
479,Fallon Sykes,Declan Fowler,2023-11-16,61875.89
480,Erasmus Webb,Keiko Watkins,2024-03-08,8448.39
481,Harlan Gamble,Marvin Hall,2022-12-25,81537.07
482,Noelle Dotson,Calvin Ortiz,2023-07-11,31130.75
483,Lydia Herman,Quon Thornton,2022-07-06,56865.01
484,Mariko Mcpherson,Kelsie Oneil,2023-10-24,37631.21
485,Shelley Noble,Fiona Gill,2024-05-17,3961.62
486,Thomas Acevedo,Raya Estrada,2023-01-04,85523.01
487,Lee Alvarez,Ciaran Dillard,2023-04-09,76980.7
488,Imani Velazquez,Caesar Daniels,2024-05-25,38373.69
489,Colette Baird,Risa Rice,2023-08-21,13222.19
490,Hilel York,Skyler Figueroa,2023-04-01,58144.21
491,Maisie Gallagher,Cedric Mckenzie,2022-07-11,76236.86
492,Perry Steele,Jada Roach,2024-05-02,5778.34
493,Ifeoma Horne,Gray Williamson,2023-02-28,409.02
494,Hannah Yates,Evan Berry,2024-05-09,48827.02
495,Gregory Malone,Xanthus Wolfe,2024-04-18,64609.53
496,Dora Sellers,Salvador Gaines,2024-04-08,81527.24
497,Astra Mason,Anjolie Whitehead,2022-10-14,39783.7
498,Elaine Soto,Mariam Carney,2023-08-29,22874.62
499,Lev Hughes,Joy Boyd,2024-04-06,4636.25
500,Akeem Love,Althea Stafford,2022-09-19,67401.74
